org,tweet number,tweet,timestamp,compound,positive,neutral,negative
CBS,43,"RT @CBSAllAccess: Old tales, new blood. 🥀 Your Halloween treat is the first look at your #TellMeAStory Season 2 key art. https://t.co/Ixkh6…",2019-10-31 19:55:45+00:00,0.4019,0.4019,0.4019,0.4019
CBS,44,Get into the #Halloween spirit by revisiting @YoungSheldon's spooky Hobbit-inspired dream: https://t.co/Xd5beUx7pw https://t.co/BTlKjGmRbs,2019-10-31 18:35:21+00:00,0.4019,0.4019,0.4019,0.4019
CBS,45,@TimiFrost https://t.co/ByXflHqU93,2019-10-31 16:22:50+00:00,0.0,0.0,0.0,0.0
CBS,46,Gather ‘round for a celebration of family. The 21st annual holiday adoption special A Home for the Holidays with @idinamenzel @adamlambert @NeYoCompound &amp; @KELLYROWLAND will air 12/22 at 9pm on CBS. #Home4Holidays https://t.co/uv3PwaWmx8 https://t.co/oreQHLCvd4,2019-10-31 16:08:19+00:00,0.7906,0.7906,0.7906,0.7906
CBS,47,"Whether it's a trick or a treat, Happy #Halloween from CBS! https://t.co/k0pgIMaZ9X",2019-10-31 15:01:20+00:00,0.7574,0.7574,0.7574,0.7574
CBS,48,Trick or treat. #Evil is at your door. Thursdays 10/9c on CBS. https://t.co/V7pKBjCrCN,2019-10-30 22:30:00+00:00,0.3612,0.3612,0.3612,0.3612
CBS,49,Looking for some last-minute #Halloween costume ideas? Let the stars of CBS on the pages of @CBSWatch Magazine serve as your inspiration. https://t.co/O1kcB8LHE4 https://t.co/IhfJqik7OM,2019-10-30 21:13:09+00:00,0.5267,0.5267,0.5267,0.5267
CBS,50,"From restroom lines to tardiness, the cast of #AllRise shares what laws they would want put in place. https://t.co/xQxTPepPBb",2019-10-30 20:00:01+00:00,0.3612,0.3612,0.3612,0.3612
CBS,51,"Sweet! In anticipation of #Halloween, the @YandR_CBS stars are scaring up some boooo-tiful Candycuterie boards. https://t.co/eWPICrpXYt",2019-10-30 16:54:30+00:00,0.2003,0.2003,0.2003,0.2003
CBS,52,Word to the wise: don't give Carol any guff unless you want to deal with Nurse Dennis. New episodes of #CarolsSecondAct air Thursdays at 9:30/8:30c on CBS. https://t.co/EgF7bOeiFe,2019-10-29 23:00:00+00:00,0.5267,0.5267,0.5267,0.5267
CBS,53,"Have you hung out with these two yet? Catch them and their hilarious castmates cutting it up on new episodes of #TheUnicorn, Thursday nights at 8:30/7:30c on CBS. (📷 @robcorddry) https://t.co/96epJFbZvc",2019-10-29 20:00:00+00:00,0.296,0.296,0.296,0.296
CBS,54,"Recognizing the signs of a stroke, Abishola advises Bob and his sister to rush their mom to the hospital. New episodes of #BobHeartsAbishola air Mondays at 8:30/7:30c on CBS. #NationalStrokeDay https://t.co/FWdmXJnvZU",2019-10-29 17:23:39+00:00,0.0,0.0,0.0,0.0
CBS,55,RT @SimoneMissick: Sherri’s just a big ole softie after all...@RuthieAnnMiles @CBS #ALLRISE https://t.co/io0cGLjQDW,2019-10-29 05:06:46+00:00,0.0,0.0,0.0,0.0
CBS,56,RT @SimoneMissick: #ALLRISE cast still at work. Working hard to make these next 9 episodes!!! Sorry we couldn’t tweet tonight! We love y’al…,2019-10-29 02:47:54+00:00,0.6876,0.6876,0.6876,0.6876
CBS,57,Thanks for joining us on the #Lolacoaster. What did everyone think of tonight's #AllRise? https://t.co/DkpgrrCyOj,2019-10-29 02:00:25+00:00,0.4404,0.4404,0.4404,0.4404
CBS,58,@tiffjaxon Finally! #Lemily #AllRise https://t.co/vCaGN3RwuR,2019-10-29 01:58:30+00:00,0.0,0.0,0.0,0.0
CBS,59,Anyone dressing up as #JudgeLola for #Halloween? #AllRise https://t.co/KrmaMKHTOk,2019-10-29 01:56:33+00:00,0.0,0.0,0.0,0.0
CBS,60,@_kirstinramsey Sara FTW. #AllRise https://t.co/VHyQnF0XHe,2019-10-29 01:54:54+00:00,0.5766,0.5766,0.5766,0.5766
CBS,61,@ShiAnna_913 Glad you're enjoying #AllRise. https://t.co/JmoajS0jnk,2019-10-29 01:50:19+00:00,0.7506,0.7506,0.7506,0.7506
CBS,62,And that's why we love her. #AllRise https://t.co/4WzZRfBiDL,2019-10-29 01:41:17+00:00,0.6369,0.6369,0.6369,0.6369
CBS,63,@tiffjaxon Well technically there was this (non)date. #AllRise https://t.co/ClGIvvwiWW,2019-10-29 01:40:08+00:00,0.2732,0.2732,0.2732,0.2732
CBS,64,@c_rossover No doubt about it. #AllRise https://t.co/Z0YWyGo7JD,2019-10-29 01:36:28+00:00,-0.5719,-0.5719,-0.5719,-0.5719
CBS,65,@kendallwhite05 Is #Lemily a close second? #AllRise https://t.co/IlSQoLs8x1,2019-10-29 01:35:42+00:00,0.0,0.0,0.0,0.0
CBS,66,@LolaCarmichael1 She always shows she cares in her own way. #AllRise https://t.co/HyC6SCPcDE,2019-10-29 01:33:57+00:00,0.4588,0.4588,0.4588,0.4588
CBS,67,@OnPointeJ Count us in. #AllRise https://t.co/0YnNQDl4VZ,2019-10-29 01:33:14+00:00,0.0,0.0,0.0,0.0
CBS,68,"You got this, Lola. #AllRise https://t.co/T21peDfWIP",2019-10-29 01:28:48+00:00,0.0,0.0,0.0,0.0
CBS,69,@lookfabuless She truly is amazing. #AllRise https://t.co/YboqQaHw3F,2019-10-29 01:21:28+00:00,0.7717,0.7717,0.7717,0.7717
CBS,70,@aprilrudgate @WilsonBethel Your friends will love it! #AllRise https://t.co/73qs71UL3R,2019-10-29 01:15:26+00:00,0.8221,0.8221,0.8221,0.8221
CBS,71,@bigboutya1 *loves pie. #AllRise https://t.co/X0XzqQcyir,2019-10-29 01:12:50+00:00,0.0,0.0,0.0,0.0
CBS,72,"@c_rossover Multi-tasking, great idea right @jalexbrinson? #AllRise https://t.co/nbohAH28D0",2019-10-29 01:09:24+00:00,0.6249,0.6249,0.6249,0.6249
CBS,73,@MalashaMonique Cheers to that! #AllRise https://t.co/PF0uTayQz5,2019-10-29 01:07:44+00:00,0.5255,0.5255,0.5255,0.5255
CBS,74,"@TRVLR28 We ❤️ it, too. #BobHeartsAbishola https://t.co/Pm4A083w7H",2019-10-29 01:04:11+00:00,0.0,0.0,0.0,0.0
CBS,75,RT @WilsonBethel: It’s #AllRise O’clock.,2019-10-29 01:03:46+00:00,0.0,0.0,0.0,0.0
CBS,76,@__priscillaaax Douglas's ❤️ is in the right place. #BobHeartsAbishola https://t.co/nQLzUsC1qb,2019-10-29 01:01:57+00:00,0.0,0.0,0.0,0.0
CBS,77,"Fierce and fabulous, style and substance. Catch @simonemissick on a new #AllRise starting now! https://t.co/l5M9td3ac8",2019-10-29 01:01:00+00:00,0.5707,0.5707,0.5707,0.5707
CBS,78,"We don’t ❤️ waiting to see what happens next, but thanks for watching #BobHeartsAbishola with us tonight. https://t.co/l7ABue8Ajh",2019-10-29 01:00:00+00:00,0.5927,0.5927,0.5927,0.5927
CBS,79,"@mrsssmac Someone's cutting onions here, too. #BobHeartsAbishola https://t.co/2FHKhnsKpk",2019-10-29 00:59:36+00:00,-0.128,-0.128,-0.128,-0.128
CBS,80,@drjen9 Relationships aren't just built on first dates. #BobHeartsAbishola https://t.co/zKdGTIlU0E,2019-10-29 00:58:19+00:00,0.0,0.0,0.0,0.0
CBS,81,@70zbay We ❤️ watching it. #BobHeartsAbishola https://t.co/T0mp53cqrr,2019-10-29 00:56:26+00:00,0.0,0.0,0.0,0.0
CBS,82,@jrrbusby Kemi ❤️ love. #BobHeartsAbishola https://t.co/NiiOOfgDJN,2019-10-29 00:55:48+00:00,0.6369,0.6369,0.6369,0.6369
CBS,83,@1986Webber She's got things under control. #BobHeartsAbishola https://t.co/5aphL1T8GL,2019-10-29 00:54:22+00:00,0.0,0.0,0.0,0.0
CBS,84,@Shelley514 Bob agrees (and so do we). #BobHeartsAbishola https://t.co/kDnvFwGnYS,2019-10-29 00:53:41+00:00,0.2023,0.2023,0.2023,0.2023
CBS,85,@bigboutya1 It's a good thing that Abishola is a nurse. #BobHeartsAbishola https://t.co/XwCp2hJGV1,2019-10-29 00:50:14+00:00,0.4404,0.4404,0.4404,0.4404
CBS,86,@Ren_War89 She's coming around to ❤️. #BobHeartsAbishola https://t.co/PQNArt3ad6,2019-10-29 00:47:48+00:00,0.0,0.0,0.0,0.0
CBS,87,@DelightfulDame And charming conversation! #BobHeartsAbishola https://t.co/hZZNniNrFs,2019-10-29 00:46:04+00:00,0.6239,0.6239,0.6239,0.6239
CBS,88,@pamackerson #BobHeartsAbishola https://t.co/R58H0XGQHj,2019-10-29 00:45:16+00:00,0.0,0.0,0.0,0.0
CBS,89,❤️ is on the menu tonight. #BobHeartsAbishola https://t.co/1mzRlJ6f9z,2019-10-29 00:44:30+00:00,0.0,0.0,0.0,0.0
CBS,90,@SighRN They might have a say in the story's direction. #BobHeartsAbishola https://t.co/apmG33VIP0,2019-10-29 00:44:11+00:00,0.0,0.0,0.0,0.0
CBS,91,"@DelightfulDame Oh, yeah. Tunde ❤️ Olu. #BobHeartsAbishola https://t.co/jfKRWmUlZM",2019-10-29 00:43:01+00:00,0.296,0.296,0.296,0.296
CBS,92,"@DelightfulDame Sometimes you have to take the bus, though. #BobHeartsAbishola https://t.co/r1yO214P0B",2019-10-29 00:42:00+00:00,0.0,0.0,0.0,0.0
CBS,93,"All clothes are sandwich clothes, Auntie Olu, especially if you ❤️ layering. #BobHeartsAbishola https://t.co/Bv4Lk8eEIR",2019-10-29 00:40:45+00:00,0.0,0.0,0.0,0.0
CBS,94,@edwardistheman We agree. #BobHeartsAbishola https://t.co/PKZnUXCgLZ,2019-10-29 00:37:51+00:00,0.3612,0.3612,0.3612,0.3612
CBS,95,@actravlr ❤️ #BobHeartsAbishola https://t.co/mx5hqWcOAs,2019-10-29 00:36:25+00:00,0.0,0.0,0.0,0.0
CBS,96,@Peteythegreat We're glad she ❤️ it. #BobHeartsAbishola https://t.co/08gd8HxkVB,2019-10-29 00:35:10+00:00,0.4588,0.4588,0.4588,0.4588
CBS,97,@AnneLaBarbera Um... 😉 #BobHeartsAbishola https://t.co/AM70IzYnkp,2019-10-29 00:33:32+00:00,0.0,0.0,0.0,0.0
CBS,98,@jrrbusby Here we go! #BobHeartsAbishola https://t.co/LIPogqDuc3,2019-10-29 00:31:51+00:00,0.0,0.0,0.0,0.0
CBS,99,"Say 👋 to a new episode of #BobHeartsAbishola, which starts NOW. https://t.co/Ea2I3nTbdg",2019-10-29 00:30:00+00:00,0.4939,0.4939,0.4939,0.4939
CBS,100,Glad to see these girls are alright after giving Kristen a bit of a fright in last Thursday's Halloween episode of #Evil. https://t.co/eN9GLZK0gx,2019-10-28 23:00:47+00:00,0.5859,0.5859,0.5859,0.5859
CNN,1,"Customs agents seized $31 million worth of cocaine, weighing 2,133 pounds, last week in Savannah, Georgia — the largest cocaine seizure ever at the Port of Savannah https://t.co/VADJbjUu1e",2019-11-06 00:52:12+00:00,0.2263,0.2263,0.2263,0.2263
CNN,2,"Quid, meet pro quo | Analysis by @CillizzaCNN https://t.co/zMEvXltTJA https://t.co/CR0Fvji3ZP",2019-11-06 00:44:07+00:00,0.0,0.0,0.0,0.0
CNN,3,"The Senate is aiming to hold a vote on the nomination of Chad Wolf, the incoming acting Homeland Security secretary, early next week for the post he currently serves in at the Department of Homeland Security, according to a congressional staffer https://t.co/EMBvN9wf4x",2019-11-06 00:35:33+00:00,0.5859,0.5859,0.5859,0.5859
CNN,4,A small black and white pup is continuing her road to recovery after being rescued just in time from a freezing Illinois lake over the weekend. Dory was inside a cage when a man spotted her floating in the lake and jumped in to save her. https://t.co/AW8JHBKjqs,2019-11-06 00:29:23+00:00,0.6808,0.6808,0.6808,0.6808
CNN,5,"""This is quite a striking development."" Sen. @ChrisCoons reacts to Gordon Sondland reversing his impeachment inquiry testimony. ""This cannot be argued to be some action by a deep state opponent of Pres. Trump. Gordon Sondland…was a major [GOP] donor, a supporter of Pres. Trump.” https://t.co/vbCtR0orEV",2019-11-06 00:24:58+00:00,0.4956,0.4956,0.4956,0.4956
CNN,6,"""The only adult in the room was a child. That's certainly how it felt this fall as ... leaders convened for UN Week in New York, the chaotic epicenter of the fight against the climate emergency,"" write Leymah Gbowee and José Ramos-Horta for @CNNOpinion https://t.co/rngQi6VHMi",2019-11-06 00:19:48+00:00,-0.5267,-0.5267,-0.5267,-0.5267
CNN,7,RT @CNNPolitics: Watch live election results for Mississippi here: https://t.co/zSbST4KJR9 https://t.co/5NXM1zAqGP,2019-11-06 00:12:18+00:00,0.0,0.0,0.0,0.0
CNN,8,RT @CNNPolitics: Watch live election results for Kentucky here: https://t.co/JiiP5c86IS https://t.co/mZNweSGYyz,2019-11-06 00:12:12+00:00,0.0,0.0,0.0,0.0
CNN,9,Polls have closed in Kentucky and Virginia https://t.co/bU0GV6WvQh https://t.co/ERVgtAgZkn,2019-11-06 00:11:46+00:00,0.0,0.0,0.0,0.0
CNN,10,"The Chargers moved to Los Angeles from San Diego before the 2017 NFL season.

Now their owner reportedly is dismissing a story on The Athletic that says they might be on the move again — to London. https://t.co/GWkKsyxvdx",2019-11-06 00:07:47+00:00,0.0,0.0,0.0,0.0
CNN,11,"After two bruising losses in federal court, President Trump's private lawyers are poised to head to the Supreme Court in hopes that the justices will block a Manhattan grand jury subpoena for the President's tax records https://t.co/Jfeh1B26Wd",2019-11-05 23:58:34+00:00,0.7003,0.7003,0.7003,0.7003
CNN,12,"Tonight's business headlines:

▪ Dow, Nasdaq close at record highs
▪ Trump considers lifting some China tariffs
▪ Uber hits all-time low, lost more than $1 billion in Q3
▪ OPEC cuts long-term oil demand growth outlook

https://t.co/9Qm04Pz0e1 https://t.co/OwraJGqXtu",2019-11-05 23:49:41+00:00,-0.5809,-0.5809,-0.5809,-0.5809
CNN,13,"A man accused of attacking a teenage Syrian refugee on a trolley in San Diego last month has pleaded guilty to hate crime and assault charges, prosecutors say https://t.co/tvdnEmbDiP",2019-11-05 23:39:54+00:00,-0.9643,-0.9643,-0.9643,-0.9643
CNN,14,Today is National Doughnut Day 🍩 in case you need an excuse to eat one. Did you know America produces about 10 billion doughnuts every single year? https://t.co/eOFi11OG93 https://t.co/JIYQDohAsa,2019-11-05 23:32:05+00:00,0.0772,0.0772,0.0772,0.0772
CNN,15,A misleading video posted online by British Prime Minister Boris Johnson's Conservative Party highlights the challenges voters face as they try to discern fact from fiction in the lead-up to the UK's historic December election https://t.co/BmB818oc6j,2019-11-05 23:31:06+00:00,0.0772,0.0772,0.0772,0.0772
CNN,16,"RT @CNNPolitics: Polling places have officially closed in Kentucky. If voters are in line at 6 p.m. ET, they will be allowed to vote https:…",2019-11-05 23:29:39+00:00,0.0,0.0,0.0,0.0
CNN,17,"Boeing CEO Dennis Muilenburg will take a significant cut in pay for 2019 and 2020, according to the company's new chairman, due to widespread criticism after two fatal 737 Max crashes that killed 346 people and have been tied to a faulty safety system https://t.co/F7VLYWFttH",2019-11-05 23:19:28+00:00,-0.9022,-0.9022,-0.9022,-0.9022
CNN,18,"“We keep using the word quid pro quo, but the accurate word here is bribery and extortion. Those are criminal charges.” @RepGaramendi reacts to Gordon Sondland’s revised impeachment inquiry testimony. https://t.co/7p8voPC14h https://t.co/TbLK3guJGl",2019-11-05 23:08:54+00:00,-0.6808,-0.6808,-0.6808,-0.6808
CNN,19,The impact of impeachment on Republican voters faces a test today as Kentucky voters head to the polls to select their next governor https://t.co/dxSiFI7B7P,2019-11-05 23:01:44+00:00,0.0,0.0,0.0,0.0
CNN,20,"While Mississippi has the highest share of African Americans of any state in the country, not a single African American has won state-level, statewide office since Reconstruction https://t.co/RI04glP53M",2019-11-05 22:50:53+00:00,0.7096,0.7096,0.7096,0.7096
CNN,21,"The winner of Mississippi's gubernatorial election will not only have to capture the state's popular vote, but will also have to prevail in the state's unique election process for electing a governor and other statewide officials https://t.co/VdVhZGntVG",2019-11-05 22:48:40+00:00,0.5106,0.5106,0.5106,0.5106
CNN,22,It's Election Day. Here are the races we're watching. https://t.co/WRpG7QLX4z https://t.co/b4LuNm9kBx,2019-11-05 22:39:14+00:00,0.0,0.0,0.0,0.0
CNN,23,"All eyes are on Kentucky as GOP Gov. Matt Bevin faces down a challenge from Andy Beshear, a Democrat. How is it that Bevin is in such a tough race, and how much credit (or blame) does Pres. Trump deserve depending on the outcome? | Analysis by @CillizzaCNN https://t.co/9wEFFvYwrv",2019-11-05 22:35:27+00:00,0.34,0.34,0.34,0.34
CNN,24,High school students helped a young boy with cerebral palsy transform into The Incredible Hulk for Halloween https://t.co/aGhhBbw2T2 https://t.co/OqykFjXL4q,2019-11-05 22:28:00+00:00,0.0,0.0,0.0,0.0
CNN,25,"A black cat took to the field during Monday's Cowboys-Giants NFL football game, delaying the game as he scurried all over MetLife Stadium https://t.co/1c9avixFIM https://t.co/x4GiSwMoAm",2019-11-05 22:18:49+00:00,0.0,0.0,0.0,0.0
CNN,26,RT @CNNBusiness: The Dow and Nasdaq hit new all-time highs for a second straight day while the S&amp;P 500 was slightly lower. The Dow rose 0.1…,2019-11-05 22:06:49+00:00,-0.0018,-0.0018,-0.0018,-0.0018
CNN,27,"""The President is the law when it comes to protecting national security whistleblowers. And now it's the President who is leading the attack,"" writes CNN's @zbyronwolf https://t.co/fmNqw59xgp",2019-11-05 22:03:48+00:00,0.34,0.34,0.34,0.34
CNN,28,"Stephanie Parze was last seen by her parents on October 30 after the family returned home from visiting a psychic in New Brunswick, New Jersey, a CNN affiliate reports https://t.co/zPQYtK2pLK",2019-11-05 21:56:45+00:00,0.0,0.0,0.0,0.0
CNN,29,"College student Jayson Gonzalez drove hundreds of miles every weekend, bringing home Krispy Kreme donuts to resell in Minnesota, which hasn't had the stores since 2008. After being briefly shut down, he's now working directly with the company. https://t.co/LZKQbhPeEo https://t.co/pKlWCOKDjQ",2019-11-05 21:49:49+00:00,0.0,0.0,0.0,0.0
CNN,30,"Former US special envoy for Ukraine Kurt Volker told lawmakers there was no validity to Trump's Biden allegations https://t.co/hecKn3Z6cO

(Clarifies Volker’s remarks. A previous tweet has been removed.)",2019-11-05 21:40:34+00:00,0.128,0.128,0.128,0.128
CNN,31,Tourists in Jerusalem will be able to take a cable car right up to some of the Old City's key holy sites under controversial plans approved Tuesday https://t.co/ff15WEzbRx,2019-11-05 21:28:45+00:00,0.25,0.25,0.25,0.25
CNN,32,US Ambassador to the European Union Gordon Sondland changed his testimony in the impeachment inquiry to now admit there was a quid pro quo linking US aid to Ukraine with an investigation into Joe Biden. @jaketapper reports. https://t.co/62akXV8y9L https://t.co/NuRm3R2YRG,2019-11-05 21:25:23+00:00,0.2023,0.2023,0.2023,0.2023
CNN,33,"Newly public cell phone records for President Trump further corroborate allegations of sexual assault against him by former ""Apprentice"" star Summer Zervos, according to a memo filed by Zervos' attorney https://t.co/rp1MrloHtx",2019-11-05 21:23:38+00:00,-0.5859,-0.5859,-0.5859,-0.5859
CNN,34,Rep. Alexandria Ocasio-Cortez has apologized to a former Democratic New York state assemblyman who sued her for blocking him on Twitter https://t.co/tbHkNzL1AP,2019-11-05 21:14:42+00:00,-0.0772,-0.0772,-0.0772,-0.0772
CNN,35,"A Pennsylvania woman faces theft charges for allegedly faking cancer and collecting donations exceeding $10,000 through GoFundMe and Facebook, according to a complaint https://t.co/lzD1bUVXh1",2019-11-05 21:14:29+00:00,-0.8885,-0.8885,-0.8885,-0.8885
CNN,36,"RT @AC360: Nine women and children were shot and “burned alive” on the Mexican side of the US-Mexico border Monday, Mexican authorities sai…",2019-11-05 20:53:22+00:00,0.0,0.0,0.0,0.0
CNN,37,Krispy Kreme-starved Minnesotans hungry for doughnuts were able to get their sugary fix thanks to an enterprising young entrepreneur who came up with the idea of driving to Iowa so he could deliver them https://t.co/g4ZkoZ8MJb,2019-11-05 20:45:06+00:00,0.7351,0.7351,0.7351,0.7351
CNN,38,"Chesapeake Energy helped pioneer America's shale natural gas revolution. Now, the company is warning that it may not survive the era of cheap gas it helped to usher in. https://t.co/XmOJMstTsC",2019-11-05 20:35:05+00:00,0.296,0.296,0.296,0.296
CNN,39,"More than 11,000 researchers from around the world issued a grim warning of the ""untold suffering"" that will be caused by climate change if humanity doesn't change its ways https://t.co/nEjrznTac7",2019-11-05 20:25:04+00:00,-0.8481,-0.8481,-0.8481,-0.8481
CNN,40,Drug store giant Walgreens Boots Alliance is one of the worst stocks in the Dow this year. But shares shot up after Reuters reported that the company is considering taking itself private. https://t.co/OVPGbgdy0I,2019-11-05 20:23:05+00:00,0.0644,0.0644,0.0644,0.0644
CNN,41,"Customs agents seized $31 million worth of cocaine, weighing 2,133 pounds, last week in Savannah, Georgia — the largest cocaine seizure ever at the Port of Savannah https://t.co/OuBYj4ZhEA",2019-11-05 20:15:08+00:00,0.2263,0.2263,0.2263,0.2263
CNN,42,"A pilot was grounded ""for life"" for allowing a passenger to take a photo in the cockpit https://t.co/9KfIFE4zbi",2019-11-05 20:05:07+00:00,0.0,0.0,0.0,0.0
CNN,43,"Emma Watson has said she prefers to call herself ""self-partnered"" rather than single as she approaches her 30th birthday. https://t.co/sc70KmNcav",2019-11-05 19:55:03+00:00,0.0,0.0,0.0,0.0
CNN,44,"At a time when the rates of many STDs are soaring, people are sharing images of genital sores and rashes with strangers on the internet. https://t.co/soy3PTkZuR",2019-11-05 19:45:05+00:00,0.4215,0.4215,0.4215,0.4215
CNN,45,"While the amount of time spent at work was cut dramatically, productivity — measured by sales per employee — went up by almost 40% compared with the same period the previous year, Microsoft said https://t.co/jteU7XnSMp",2019-11-05 19:35:05+00:00,-0.2732,-0.2732,-0.2732,-0.2732
CNN,46,Follow latest updates: https://t.co/yCZdqKve6z,2019-11-05 19:27:42+00:00,0.0,0.0,0.0,0.0
CNN,47,A small black and white pup is continuing her road to recovery after being rescued just in time from a freezing Illinois lake over the weekend. Dory was inside a cage when a man spotted her floating in the lake and jumped in to save her. https://t.co/D5fJl1gHOC,2019-11-05 19:25:05+00:00,0.6808,0.6808,0.6808,0.6808
CNN,48,"BREAKING: In new testimony, US diplomat Gordon Sondland says he told Ukraine that aid was conditioned on announcing an investigation that would help President Trump politically https://t.co/RrYIudtytu",2019-11-05 19:22:38+00:00,0.4019,0.4019,0.4019,0.4019
CNN,49,"US Amb. to the EU Gordon Sondland testified that it would be ""improper"" for Giuliani to push the Ukrainians to investigate former VP Joe Biden or get involved in the 2020 election. Asked if it was illegal, Sondland said: ""I'm not a lawyer, but I assume so"" https://t.co/gREOULg2uL",2019-11-05 19:15:55+00:00,-0.3182,-0.3182,-0.3182,-0.3182
CNN,50,"Egg-like ice balls are piled up on a beach in Hailuoto, Finland, delighting people who braved the cold to visit the island. Ice balls such as these form when turbulent water near the shore breaks up a layer of slushy ice. https://t.co/rx9efSayIl",2019-11-05 19:15:06+00:00,0.6705,0.6705,0.6705,0.6705
CNN,51,A miracle puppy found in an Australian backyard — possibly being dropped by a bird of prey — has been discovered to be a rare purebred dingo. https://t.co/EgmwrDp3oU https://t.co/BCAfFee2ZW,2019-11-05 19:05:00+00:00,0.5859,0.5859,0.5859,0.5859
CNN,52,This Cold War spy plane is still the world's fastest aircraft https://t.co/rPqXAhdLqK https://t.co/xN6EjgnB9v,2019-11-05 18:56:00+00:00,-0.5994,-0.5994,-0.5994,-0.5994
CNN,53,"Gloves, sample tubes, bottles and vials -- the world's labs produce millions of tons of plastic waste each year. Meet the scientists who are finding less polluting ways to work. https://t.co/ThXj7koCXa",2019-11-05 18:50:06+00:00,-0.4215,-0.4215,-0.4215,-0.4215
CNN,54,"""When I am in the water, I have the impression that my disability has disappeared. I have no prosthetics, no wheelchair. I am like everybody else.""

Meet the Paralympic swimmer changing perceptions one stroke at a time https://t.co/J3YvBacdf0 https://t.co/ELOXTmsLWX",2019-11-05 18:44:28+00:00,-0.2263,-0.2263,-0.2263,-0.2263
CNN,55,"Alec Baldwin is suing the man he got into a dispute with over a parking spot, claiming that the man lied to police about the encounter and made defamatory statements about the actor. https://t.co/fXelHaCUeo",2019-11-05 18:40:08+00:00,-0.7506,-0.7506,-0.7506,-0.7506
CNN,56,House Democrats have released excerpts of the transcripts of their closed-door depositions with former US Special Envoy for Ukraine Kurt Volker and US Ambassador to the European Union Gordon Sondland. https://t.co/yXe8lJK0Up,2019-11-05 18:37:11+00:00,0.4019,0.4019,0.4019,0.4019
CNN,57,"House impeachment investigators have requested acting White House chief of staff Mick Mulvaney testify on Capitol Hill on Friday, ratcheting up their investigation to target the President's top aide. https://t.co/fdVi3qkIEb",2019-11-05 18:29:43+00:00,0.2023,0.2023,0.2023,0.2023
CNN,58,"Abigail Arias, the 7-year-old honorary police officer who lit up her hometown of Freeport, Texas, while living with a rare cancer, has died. In 2017, she was diagnosed with Wilms tumor, a rare kidney cancer that primarily affects children. https://t.co/m146XbvT06",2019-11-05 18:20:12+00:00,-0.9274,-0.9274,-0.9274,-0.9274
CNN,59,"A senior adviser to Vice President Mike Pence is likely to comply with a request to testify on Thursday in front of the committees leading the impeachment inquiry, multiple sources say. https://t.co/e49U1pYW04",2019-11-05 18:12:06+00:00,0.0,0.0,0.0,0.0
CNN,60,Today is National Doughnut Day  🍩 in case you need an excuse to eat one. Did you know America produces about 10 billion doughnuts every single year? https://t.co/eOFi11OG93 https://t.co/mNxrtc7VKc,2019-11-05 18:07:07+00:00,0.0772,0.0772,0.0772,0.0772
CNN,61,"The Lamborghini Countach was the first modern supercar. Here's why it was a revolution in design, and how it transformed the company into the ego-centric, elite-only brand we know today. https://t.co/nnda5Ur0Ga https://t.co/UCiEQXQ7oN",2019-11-05 17:54:18+00:00,0.0,0.0,0.0,0.0
CNN,62,Tent cities emerged across Austin this summer after the city effectively made it legal for homeless residents to camp under highway overpasses. https://t.co/nNsGvoJbzR,2019-11-05 17:40:05+00:00,0.5267,0.5267,0.5267,0.5267
CNN,63,"Queen Elizabeth II has ditched real fur in her outfits and instead opts for fake, according to a book written by her senior dresser. https://t.co/eJhU23sL6o",2019-11-05 17:32:06+00:00,-0.4767,-0.4767,-0.4767,-0.4767
CNN,64,"Chinese-owned social video app TikTok followed the lead of other, bigger social media companies and turned down an invitation to testify in Congress, drawing scathing criticism from Republicans https://t.co/HUSJQj6Zj0",2019-11-05 17:24:27+00:00,-0.4404,-0.4404,-0.4404,-0.4404
CNN,65,"The American economy is experiencing turbulence. The trade war and global weakness are slowing growth. But Mary Daly, the president of the San Francisco Federal Reserve, is confident the economy will get through the storm unscathed. #BossFiles https://t.co/ouP7fLLz14 https://t.co/0bl6FkpmwP",2019-11-05 17:09:36+00:00,0.4118,0.4118,0.4118,0.4118
CNN,66,"The number of US adolescents admitted to emergency rooms for injuries related to sexual abuse more than doubled between 2010 and 2016, according to a new study https://t.co/9jjD1uZxd6",2019-11-05 17:03:24+00:00,-0.7269,-0.7269,-0.7269,-0.7269
CNN,67,"Alright, alright, alright...

Mathew McConaughey joined Instagram for his 50th birthday and quickly racked up hundreds of thousands of followers after just one post. https://t.co/6RTmxrUNhg https://t.co/bl8H2OqEUH",2019-11-05 16:49:24+00:00,0.4588,0.4588,0.4588,0.4588
CNN,68,"Emma Watson has said she prefers to call herself ""self-partnered"" rather than single as she approaches her 30th birthday. https://t.co/sS7zhKBsNC",2019-11-05 16:44:19+00:00,0.0,0.0,0.0,0.0
CNN,69,"The ""Real Housewives"" franchise has survived tears, broken glasses and financial troubles to grow into one of the most successful reality franchises on television. https://t.co/6YHi52JkEp https://t.co/ZMvHWts6iZ",2019-11-05 16:30:02+00:00,0.101,0.101,0.101,0.101
CNN,70,"At a time when the rates of many STDs are soaring, people are sharing images of genital sores and rashes with strangers on the internet. https://t.co/cL1ZMPBpWZ",2019-11-05 16:10:39+00:00,0.4215,0.4215,0.4215,0.4215
